comments,emotional_label
baayee namatti tola,3
jiraadhu jabaa baayee si jaalanna,3
sirba bareedaa garaa nama raasu qaxalee galatoomi,3
baayee namatti tola galatoomi,3
sirba ajaaibaati guddaa galatoomi baayee si jaalanna obbolaan,3
baayee namatti tola galatoomi sabboonaa oromoo,3
baayee bareeda,3
sirba dammarra miaawu ergaan isaa akkaan cimaa tae gumaachuu keetiif galatoomi jiraadhu qaxalee namaa,3
hedduu namatti tola,3
sirba baayee namatti toludha jabaadhu oromoon sirraa waa hedduu eegaa,3
baayee namatti tola jecha cima of keessaa qaba,3
goota jiraadhu baayee natti tole,3
baayee namatti tola yoosan baga milkoofte,3
jabaadhuu sanyii leecaa,3
baayee bareeda ijoolleen jabaadhaa artistoota keenyaa ija oromoo maraa baayee jaalanna,3
aboo jiraadhu umurii dheeraa,3
sirba ajaaibaati jabaadhu sanyii baayeen si jaaladha qomoo,3
sirba ajaibaati baayeen jaaladhe,3
baayee nmatti tola galatoomi leenca sanyii leencaa,3
baayee namatti tola yoosii galatoomi,3
qaalii jiraadhu,3
yoosan naaf jiraadhu waggaa kuma sanyii,3
gootaa sanyii gootaa jiraadhuu baayee si jaalanna,3
baayee bareeda galatoomi sabboonaa,3
leenca jiraadhu,3
baayee bareeda sanyii jabaadhu,3
bulloon garmaamu oola maaf manaa hidhaa oolaa umurii dheeradhu leenca,3
baayee namatti tola jabaadhu haadhoo,3
sirba baayee nama ajaaibsiisuu hiika guddaa qabu,3
jabaadhu fufi baayee namatti tola hojiin,3
sirba baayee bareedaa buli jabaa,3
baayee namatti tola,3
sagalee itii jaaladhu adda naaf jiraadhu qaxalee,3
hedduu si jaalanna jiraadhu leenca,3
jiraadhu sanyii baayeen si jaaladha,3
jiiradhu goota,3
anaa dhufu gootaa baayeen jaaladhe sirba,3
oromoo baayeen jaaladha jaalatamtoota,3
jiraadhu goota baayee si jaalanna,3
woow sanyii jiraadhu baayee si jaalanna,3
sirba miidhagaa dha baayeen jaaladhe,3
goota ati si jaalanna keetii kumni dhalatu saba keenyaaf,3
baayee si jaalanna nutoo galoo,3
galoo jabaadhu baayeen si jaaladha,3
woow galoo jabaadhu muddi onnee si jaalanna,3
galoo sanyii hacee umurii dheeraa jiraadhu goota oromoo,3
galoo oromoon si jaalanna jabaadhu,3
galoo hacee dhabnus siuu qabnaa jabaadhu hayyuu keenna sirbi sirba taane kitaaba si jaalanna si abdanna duras ummata wajji gaddaaf gamachuu qoodatta fuunduras buaa xixiqoon sobamtee ummata gantee mootummaa duuka deemne si abdanna,3
sanyii oromoo jiraadhu si jaalanna qaalii namaa,3
baayee namatti tola jiraadhu baayee si jaalanna,3
galoo jiraadhu si jaalanna,3
jiraadhu si jaalanna,3
akkas galoo mootii sirbaa baguma taate si jaalanna,3
galoo leenca biyya sanyii leencaa jiraadhu tiruu,3
galoo leenca jiraadhu,3
wow galoo hedduu nu boonsite galaanaa gaaromsaa sin jaaladha hedduu galatoomi,3
dhugaa dubbachuuf hundumaa si keessaan haacaaluutu natti mulata galoo ati dhuguma nama cimaadha jabaa jabaa bakka bue galoo sin jaaladha sirbi hangam kiyya seene sitti himuu hin dandau fulduraafis gaarii sirraa eegna,3
baayee namatti tola baga milkoofte galoo siif jaaladheera,3
qaalii oromoon qabduu jiraadhu umurii dheeradhu si jaalanna,3
galoo baayee namatti tola sin jaaladha jiraadhu waggaa kuma kuma,3
jiraadhu baayee si jaalanna,3
duraanu duraanu duraanu galaana sababni wal dhabuu jiraadhu qomooooo haceee ilma gaaromsa si jaalnna qomoo,3
galoo umurii dheeradhu ijji hamtuun si hin argiin akkan si jaaladhu goota naaf jiraadhu dhiiga,3
si jaaladha duraanuu jabaadhu,3
baayee si jaalanna oromticha,3
galoo baayee namatti tola jiraadhu waggaa kuma,3
jabaadhu goota baayee si jaalanna,3
baayee midhagda galoo jiraadhu waggaa kuma,3
goota galoo sin jaaladha,3
bareedaa mucaa tuulamaa sin jaaladha sirbi natti tole jiraadhu,3
umurii dheeraa dheeraa jiraadhu galoo sin jaaladha,3
jiraadhu sanyii umurii dheeradhu baayeen si jaaladha,3
galoo umurii dheeradhu baayeen si jaaladha,3
galatoomi galoo galaa sabaa si jaalanna,3
jiraadhu leenca fakkii namaa jaalatamaa,3
leenca sanyii hacee jiraadhu umurii dheeraa baayee si jaalanna,3
galaanaa gaaromsaa baayee namatti tolta jiraadhu,3
leenca jiraadhu sanyii gootaa galoo,3
ati oromoota maraaf agartuu ijaa baayee si jaalanna jiraadhu,3
anaa dhufu galoo namatti tolaa dhugaa goota ija hamtuu hafi,3
galatoomi goota miidhagaa oromoo jiraadhu lubbuu dheeradhu waaqayyo si eebbisu baayee si jaalanna,3
galoo goota nama sii qabnuuf baayee siin boonna tiruu,3
baayee bareeda jabaadhu leenca akkan si jaaladhu adduma,3
hedduu namatti tolta galaanaa gaaromsaa leenca jiraadhu,3
galoo waggaa kuma jiraadhu si kabajna si jaalanna,3
jiraadhu galoo si jaalanna,3
naaf jiraadhu lubbuu baayeen si jaaladha,3
galoo baayee namatti tola jiraadhu,3
galoo galaanicha baayee namatti tola waggaa kuma jiraadhu baayee si jaalanna si kabajna,3
baayee namatti tola dhugaa rabbii baayee baranna,3
baayee gaariidha dhumni isaa baayee bareeda jaalannee jirra,3
baayee namatti tola dhugaa oromoo sinan jaaladha,3
uummata jaalatamoo qaaliidha hedduun jaaladha,3
baayee namatti tola,3
akkasitti afaan oromootiin dalaguu keessaniif oromoo tokkootti baayee natti tole galatoomaa onnee kiyya irran jaaladha,3
jiraadhaa qaroowwan hamtuun hin argiin baayee namatti toltu,3
baayee galatoomaa warri kiyyoo dalagdan oromoo saba guddaa kana mara boonsitan jaalanna,3
dhumarratti hedduu natti tole dhuma isaa hedduu bareechitan jaaladheera,3
baayee baayee namatti tola dhugaa guddaa galatoomaa qaqqaaliiwwan oromoo,3
barnoota guddaa dabarsitaniif maatiin diraamaa kiyyoo hundi galatatu isiniif mala galatooma sin jaalanna,3
baayee tokko tolee jira galatoomaa,3
diramaa kiyyoo jalqabaa kaasee dhumaatti daawwachaan ture baayeen jaaladha maatiin kiyyoo hundi keessanuu galatoomaa baayee jaalanna oromoo,3
meelaalaan natti toltetti ejjannnoo nan jaaladha,3
diraamaa kiyyoo baayeen jaaladha galatoomaa taatonnii maatiin kiyyoo hundi,3
dhugaa oromummaa baayeen jaaladha duruu diraamaa kiyyoo nan jaaladha keessumaa kutaa 61ffaa baayeen jaaladhe sababni isaas sirna guddicha sirna gadaatiin araara buusuu isaanii gaaddisa odaa jalatti araara buusuun isaanii natti tole caalaa akkan jaaladhu na godhe,3
dhumuu baatee natti tolaayyu baayeen jaaladha maatii diraamaa kiyyoo jiraadhaa,3
dhugaa diraaman hedduu jaaladhu hordofaa tureedha diraamaan kiyyoo galaatoomaa sinan jaaladha,3
maatii kiyyo hundi keessanuu baayee jaalanna,3
baayeen jaaladha bira fuftan abdii qaba,3
dhumni diraamaa kanaa baayee bareeda jaaladhee jira,3
dhugumatti diraamaa bareedaa hundumaan sadarkaa isaa eeggate afaan oromoon gumaachitan galatoomaa baayeen jaaladha,3
dhugaa sinin jaaladha eebbiffamaa,3
dhugaa diraamaa baayee bareedaa namatti toludha eebbifamaa qaaliiwwan,3
diraamaan kiyyoo baayee namatti tola baga araaramtan jaalanna hunda keessanuu jiraadhaa,3
baayee baayee sin jaalanna maatii kiyyoo jiraadhaa,3
baayee namatti tola haala bareedaadhaan xumurtan eebbifamaa jaalanna,3
hojii ajaaibati hojjettan ulfaadhaa baayee jaalanna,3
diraamaa baayee bareedaa nama barsiisudha maaloo biraatiin koottaa achumaan nu jala hin badiinaa baayeen jaaladha dhugaa,3
diraamaa kiyyoo baayeen jaaladha galatoomaa maatiin diraamaa kiyyoo,3
diraamaa baayee bareedaa ture jalqaba dhuma isaatti hordofaa ture natti toleetu hirmaattoonni diraamaa kiyyoo hundi galatoomaa hedduu jaaladha,3
diraamaan kiyyoo baayee namatti tola,3
kiyyoon diraamaa baayee jaaladhudha,3
maatii kiyyoo jaaladha jiraadhaa,3
diraamaa kiyyoo baayeen jaaladha dhugumatti xumurri natti toleera,3
maatii diraamaa kiyyoo hedduun jaaladha,3
kiyyoon baayee na marare,3
baayee namatti tola dhugaa rabbii aadaa duudhaa oromoo nu barsiiftaniif baayee galatoomaa jiraadhaa,3
kiyyoo baayeen jaaladha,3
jiraadhaa lammiiwwan,3
baayee namatti tola baayeen jaaladha dhugaa,3
xummura bareedaa walumaa galatti hojii baayee bareedaa qulqulluu sadarkaa isaa eeggatedha guddaa galatoomaa hojii biraatin deebita abdi kooti,3
baayee namatti tola taatonni hundumtuu galatoomaa baayee baayee jaalanna,3
diraamaa baayeen hordofa diraamaa kiyyoo natti tole hin jiru,3
baayee namatti tola jaaladheera,3
xumurri isaa hedduu namatti tola dhugaa,3
jiraadhaa oromoo baayee jaalanna,3
kutaan aanu dhufutti sardamee diraamaa kiyyoo eega maatii diraamaa kiyyoo hunda keessanuu baayeen jaaladha,3
hedduun jaaladha meeluu firoo siinan,3
baayee jaallanna maatii diraamaa kiyyoo galatoomaa,3
maatii diraamaa kiyyoo baayeen jaaladha,3
hedduun jaaladha warra kiyyo nagaatti,3
diraamaa kiyyoo akkan jaaladhu,3
hedduu galatoomaa diraamaa bareedaa kana nu biraan gahuu keessaniif hedduu jaaladheera,3
jaalatamtoota diraamaa kiyyoo baayee namatti toltu keessumaa sirna gadaa jaarsummaan xumuruun dhugaa caalaatti hojii bareechee jira galatoomaa jiraadhaa sin jaalanna,3
diraamaan baayee jaaladhu dha xumurri isaas namatti tola galatoomaa baga araara buustan waaqayyos nagaa jaallata taeef,3
xumurri isaa baayee namatti tola jaaladhee jira,3
dhugaa baayee namatti tola,3
saboontota baayee galatoomaa hundi isinan jaaladha,3
baayee baayee namatti tola gaarii uummata guddaa saba galaana tae aadaa duudhaa isaa oromoo biraan geessaniif galatoomaa,3
akkanatti xumuramuun baayee tole,3
maaloo dhume hin jedhiinaa baayeen jaaladha,3
hara dhuma jettaniiree akkan diraamaaa kiyyoo jaaladhu adduma jiraadhaa taatonni hundi,3
baayee namatti tola sinan jaaladha,3
dhugaa baayee namatti toltu,3
diraamaan baayee jaaladhu taatonni keessanis baayee ciccimoo galatoomaa baayeen jaaladha hunda,3
e e hunda isinan jaaladha gara fuulduraattis eenyummaa oromoo kana caalaatti beeksistan abdii guutuu isinirraa qabna jiraadhaa,3
diraamaa kiyyoo dhugaa baayeen jaaladha araarri biyya keenyafis tau,3
baayeen jaaladha dhugaa diraamaa kiyyoo akkanumatti fuftanii natti tola ture,3
adaara waaqayyo warri kiyyoo hin banne deebitanii biraatiin dhuftan abdii qabna baayee baayee sin jaalanna dhugaa waaqayyoo,3
qopheessaa barreessaa qindeessaa taatoota diraamaa kiyyoo hundi keessanuu galatoomaa jaalanna yaadni xumuraa gareen akkanumatti hin diigamiin diraamaa birootiin dhuftanii hedduun jaaladha,3
bagan oromoo dhaladhe jiraadhaa baayeen sin jaalaadha biraan deebitanii dhuftan abdiin qaba,3
baayeen jaalladha caaluun kottaa,3
lubbuu jaalanna warri diraamaa kiyyoo jiradhaa,3
xumura diraama kanaa baayee jaalladheera jiraadhaa taatonni diraamaa kanaa,3
taatonni diraamaa kiyyoo baayee jaalanna nagaatti,3
duraan dursee galatoomaa taatonni baayee jaalanna,3
haala gaarii baayee miidhagaan xumurame hedduu namatti tola galatoomaa ulfaadhaa jaalanna oromoo,3
baga nagaan dhuftan deebitanii baayee sin jaalanna,3
baayeen jaaladha,3
baga nagaan deebitan jaalatamtoota baayee tokko sin jaalanna deebitanii dhufuufun natti toleeradhuftan natti fakkanne deebiu keessanitti baayee gammannee jirra,3
maatii kiyyoo baga nagaan deebitan baayee jaalanna jabaadha,3
baayeen jaaladha,3
dhugaa rabbii baayee namatti tola maaloo fufaa,3
hundumaa kessaanuu ni jaaladha,3
maatii diraamaa kiyyoo akkatti jaaladhu adda naaf jiraadha,3
kiyyoo baga nagaan dhuftan diraamaa oromoo hedduu jaaladhu seena galatoomaa,3
baayeen jaaladha jabaadhaa oromoo,3
akkuman jaaladhuu uffee jiraadhaa,3
baga nagaan dhuftan baayee tokko si jaalanna maatiiwwan kiyyoo diraamaa,3
diraamaa kiyyoo kana ilaaluuf jecha dilbata kana hedduun jaaladha,3
dhugaa baayeen jaaladha jiraadhaa maatii diraamaa kiyyoo hundi keessanuu,3
diraamaa kiyyoo hedduu jaalanna jabaadhaa,3
baga nagaan dhuftan diraamaa kiyyoo kana baayeen jaaladha,3
diraamaa baayee jaaladhu diraamaan kiyyoo barumsa guddaa qaba galatoomaa,3
baayee bareeda ittuma nuu fufa,3
baayee jaalanna jabaadhaa oromoo maatii kiyyoo martuu maatii jaalalaati,3
baayee namatti tola jabaadha,3
namumti kootti diraamaa kiyyoo ilaaluuf guyyaa lakkaau jiraa laata dhugaa baayee jaalanna,3
uummata jaalalaa jabaadhaa baayeen jaaladha,3
maatii diraamaa kiyyoo baayeen jaaladha,3
maatii diraamaa kana baayeen jaaladha keessattu meelalaa moonet baayeen dinqisiifadha,3
anis dhugaa hedduun jaaladha diraamaa kiyyoo keessattuu siinan hedduun ajaaibsiifadha,3
baga nagaan dhuftan baayee tokko sin jaaladha maatii diraamaa kiyyoo jiraadhaa,3
diraamaa kiyyoo baayeen jaaladha,3
hunda baayeen jaaladha jabaadhaa fufaa barumsa guddaa of keessaa qaba,3
baga nagaan dhuftan maatii diraamaa kiyyoo baayeen jaaladha,3
baga nagaan dhuftani diraamaan kiyyoo baayee namati tola jabaadhaa galatomaa jaaladha,3
jaalatamoo baga nagaan dhuftan sin jaalanna jabaadhaa,3
baayeen jaaladha,3
dhugaa ammaa amanuun dadhabe biyyoon sitti salphata haadhoo baayeen gadda,4
hacee gubadhe maalan siif godha biyyeen sitta salphatu maal siif gochuu dandeenya,4
si bituu dadhabdee si nyaatte kormee baayeen gadda biyyee si nyaatteef safuu,4
hacee gubanne eessaa si fidna onnee kootu na cabe nagaan boqodhu maal jenna,4
hacee sanyii goota hacee sanyii leenca biyyeen sitti salphattu uuuuuuuuff garaa,4
ayiii akkum nadhii gammadaa dhokate hafe dhugaan kees dhokatee waggaa lakkoofsise hacee rabbi dhugaa hin gatiin garaa keenyatu nu gubate goonu dhabne nagaan boqonno qaalii,4
haceee gubanne dhiigni hin badiin,4
hacee madaa yoomuu hin fayyine tae si dhabuun baayee gaddina si dhabuu,4
hacee anaa nyaatu,4
anaa nyaatu sanyii bakka siif duu,4
anaa nyaatu haacee,4
hacee akkamitti obsuu dandeenya anoo yoon sagaale dhagau imimmaan qabachuun dadhabe firoottan hedduu booee awwaaleera obsa nama dhoowwa hin jaallatiin nama boossisa wayyoo sanyii gubanne kaa uffee,4
wayyoo hacee jirru dhuftee agartee wayyoo hacee garaan nu gubate leenca hacee,4
uuf anaa nyaatuu hacee,4
anaa nyaatu sanyii baayeen gadda dhabuu keenyatti,4
uuf anaa nyaatu hacee gubanne rabbi gumaa baasu insha allhaa yoomuu ati jirta hacee nagaan boqodhu,4
uuf hacee maal wayya gubanne,4
anaa nyaatu hacee gubanne,4
hacee biyyeen sitti salphattu baayee garaa na nyaattee jirta maalan siif godha humna kiyyaa natti taee jira artistiin keetii laphee kiyya seene argee hin beeku maalumaafuu waaqni ifaaje ifatti baasu,4
dhaamsi bara baraan onneef laphee sammuu jira rabbi caffee jannataa si qubsiisu haacee kiyya bakka duee si oolcha yartuun si nyaatte anaa nyaatu goota goota oromoo,4
anaa nyaatu yaa haacee gubanne,4
anaan haadhoo hacee dhugaaf duute wayyoo si nyaatan kaa maal godhu garaatu na gubate,4
wayyoo garaan nu gubate,4
midiyaa kanatu si nyaachise hacee biyyoon sitti yaa salphaatu baayee nama gaddisiisa,4
uuf baayee nama gaddisiisa,4
hacee ana nyaatu qomoo gubadhe maalan siif godha,4
hacee waaqayyo lubbuu maaru uuf garaan nu gubate,4
uf hacee garaan nu gubate kaa haadhoo,4
uf hacee gubanne lubbuu mirga qulqullootaa kaau,4
hacee jajjabee leencaa bakka gombifamu haadhoo,4
gubanne bakka si fuunuu dhabne hacee biyyoon sitti salphatu jechuuf baayee natti ulfaata,4
ayii hacee leenca ana nyaatu hacee garaan nu gubate yaa hacee,4
hacee garaan nu gubate maaloo hacee,4
uf hacee waayyoo anaa nyaatu,4
uf hacee wayyoo gubanne maaloo lammii,4
wayyoo hacee sareetu si nyaate garaatu nu gubate,4
wayyoo hacee garaan nu gubate lubbuun boqotu,4
ambo gadda guddaatu natti dhagaame naaf jiraadhaa oromoo hundaafuu rabbi jajjabina kennu rabbi,4
uf hacee gubanne nagaan boqodhu,4
hacee biyyoon sitti salphatu kaa qomoo hacee baayeen gaadda,4
wayyoo haacee gubanne kaa namni si nyaate abiyyi nafxanyaadha gumaan hin hafu leenca garaatu nu gubate,4
maaloo maaloo gubannee uuuu,4
baayee nama gaddisiisa haacee leenca si nyaatanii,4
hedduu na gaddisiisa haalli haacee nyaattan garaan nu gubate maaluma taana yaa rabbi,4
baayeen gadda kunis tae haacee dhabnee jirra gadda daadhii galaan hin xumuriin ija oromoo rasaasan jaamsan maal jedhu akkattan dubbadhus nan wallaale,4
ana nyaatu hacee baayeen gadda,4
wayyoo hacee si nyaatanii garaatu na gubatu anaan haadhoo maalan siif godharee,4
waaqayyo lubbuu isaa maaruu maal jenna gadda gudda jirra,4
wayyoo wayyoo wayyoo haacaaluu hundeessa rabbi jaannata siif laatu mataan fayyaa nan qabu garaa kootu na gubate maalan jedha hacee maraadheen jira,4
baayee nama gaddisiisa goota gaafa xiiqii onnataa hacaaluu hundeessaa boonsaa dhabuun hojiisaa miti maqaan isaatu nama onnachiisa rabbiin lubbuu jannata galchuu goota,4
wayyoo haacee si nyaatanii ana nyaatu,4
baayeen gadda ija nu jaamsan,4
afuuftuu wayii seeratti dhiheessanii gaarii ture maal goona carraa,5
maaluma afuuftuu dhugaan ni qalatti hin cittu,5
rabbi bakka teessuma keessanii barbadeessu sobduu haadhakee kanaan dura barbadaaaniiru hin jennee galtuu haadha achuma taaii oduudhaan mataa nu dhukkubsi hamma guyyaa waaqayyootti,5
jettan hin dhabdan afuuftota wayii,5
kijjibni nama oolcha nama hin bulchu hin sobina sobdoota wayii,5
situu nyaachise hatticha ilma shaarmixaa,5
yaa ilma haadha sale diqaalaa ilma minilik guddisa habashootaa,5
eenyu sobuu barbaaddee bitamtuu gantuu tokkoffaa ati duutee bakka isaa harree dhala nafxanyaa,5
dura ati duuu qabda siii abiyyitu ajjeese rabbi jedhe walumaan aawwaalamtu diqaalota wayii biyyee nyaadhaa,5
muu budaa diqaalaa situu nyaate hattuu,5
sobduufakkeessituuilmaa bineensaa guyyaa,5
situu ajjeese bada harree harree maqaa dhoofnaan ajjeesifte,5
diina oromoo nafxanyaa caalaa nu nyaachaa jiru isinidha sinumatu nyaate haacee,5
taayyee ajjeesiftanii dhaadachuuf gadi baatee gadhee afaan gadhee,5
kosii keetitu nu nyaachise,5
tortoraa kadhattuu tasgoboftee adeemtaa sobduu fakkeessituu,5
haacaaluu nyaate isinuma sirna biltsiginnaa dhala minilik diqaalota,5
aboo rabbi reeffa leenca kanaa biraa si hin hambisiin bineensa dhiiga dhugde,5
bada tortoraa nyaattee kaatee kana dubbattaa siif hin ooltu siifis dhala diqaalaa,5
nyaadhaakaa dhirsa faanasiidaa faana galtuuwwan gantuun gantuudhuma,5
usi diqaalaa nafxanyaa si beekna,5
dhiiga hacee dhugdanii ilmaan nafxanyaa ilmaan shaarmuxaa,5
namicha taayyee kana ajjeesaa reeffa isaa abiddaan gubaa nu agarsiisaa maaloo oromoo garaan nu gubatee,5
tortortuu ajjeeftee tasgabaaa jettaa ilma nafxanyaa hacee ajjeeftee,5
xirooftota keetu taphachiise,5
diinni eenyu tortoraa,5
diqaalaa ilmaan minilik situu nurraa fudhate gumaan haacaaluu hin hafu,5
bitamtuu keetu oromoo tuffachiise diqaalaa haadha keetii,5
diinni oromoo caale hin jiru usi gadhee,5
duruu budaa tauu beekna nu jalaa nyaatte kaa goota saroota waliin,5
baandaa tortortuu kosii kana ajjeesanii gumaa goota keenyaa baasuudhaa,5
kotuu garaa sabaa ketii dalgaani bodeeni isii kaanaa ni argiitamii,5
ajjeesiftee kaatee akkana jettaa ilma diqaalaa,5
dhala diqaalaa siii dhirsa abiyyitu nyaate haacee lubbuun saba kana gatii kanfalchiisa akkanatti hin hafu,5
gubadhu ilma gadhee siii keetii namichi harreen gaafatamtu dhihootti reeffa kees akkanatti ilaallaa hubadhu,5
bulguu haadha keetii kunoo dhaqiitii reenfa isaa nyaadhu abiyoot waliin sanyii bineensaa teessee nyaatta kaa amma kunoo,5
ijji badu fokkiftuu haadha keetii,5
biyyi abbaa badu diina jalatti udduu suuqxanii waliin taatanii oromoo nyaattu,5
yaaddee goosifte harree kaabaa lubbuu nama gaafataman siuma maqaa jawaar hin dhahiin bineensa namaa afaan qabda ni dubbatta amma gad deebituu,5
diinni siuma mataa keetu eenyutti hirkisuu barbaadde yaa ilmaan diqaalaa isiniif dhumateera,5
muu yaa warra sammuun ajaaee mataan bade siyaasa tortoraaf jettanii daaima dhalattuu kana abbaa dhabsiiftan harka keessanii nyaadhaa,5
bada harree hin deebiu jettee afaan banta mitii amma,5
diqaalaa haadharaawu ofumaa ajjeeftanii nu sobuu barbaadduu siifis hafu miti warra dabalatee,5
namicha nana ijuma duraa deemi adaraa rabbiif jedheeti,5
biyyee nyaadhu atimmoo biyyaaf boochaa oromoon dhumee itoophiyaa biyyi jedhamu jiraachuu hin dandeessu,5
yaa ilma haadha sale ajjeeftee teessee hin nyaattu atis,5
amaluma keessani dhiiga namaa dhugdanii reeffa dhoksitanii waliin barbaaduun bartanidha qulqulluu of fakkeessuuf xibaartaimimmaan nyaachaa dhihetti hin hafu,5
gatii dachaa kanfalchiifna jettee bitaamticha haadha keetii kunoo siif taee amma aangoo ittiin fokkortu uummata oromootu sinitti kenne uummatumatu sin fuudha nagaatti,5
siif fakkaattota keetu ajjeese diqaalota kaabaa,5
salami ilmoo kadhattuuu tokko nu nyaachise siidha,5
bulguu keetiitu qabsaaaa n akkaa ketituu qabsaaa kenyaa nyatee biyyeen sihaa nyutuu yaa gadhee,5
aboo rabbi reeffa leenca kanaa biraa si hin hambisiin bineensa dhiiga dhugde,5
badi asii keetii kanatu diina taee tokkummaa nu dhoowwee hara ummata oromoo ajjeechisa oromoon hundi dueera deemaa biyya biraa kophaatti qabdan san bulchaa,5
udaan haadha keetii ati mataan keeyyuu biyyan bulchaa jira jechuufimoo gadhee sii mataa keetiyyu gaafatamuu qabu eenyuun gatii kaffalchiifta galtuu keetii oromoon diina isaa ofirra deebisuu dadhabee beeka diqaalaa ilma minilik,5
sumatu ajjeesise yaa galtuu gaafatamamuuf teessa guyyaan akkanatti hafu sitti hin fakkaatiin gaafa guyyichi gahe atis nafxanyoota waliin bakka seentu qopheeffadhu ajaaaa,5
rabbi dua keetii dua abiyyi bor ganama nu dhageessisu,5
budaa haadhaa ilmaa saree buchullaa,5
diqaalaa haadha baga gammadde bori deemii nafxanyoota waliin uskii dhugi harree,5
diqaalaa haadha keetii dachee kana dhabami haacaaluu kanatti warabessi goota nnyaachise suma,5
warri nama nyaataa ilmaan nafxanyaa ofumaa ajjeeftanii nama ajjeese hin beeknu jettuu ilmaan diqaalaa afaan qabda ni dubbatta kaa amma,5
yaa diqaalaa ilma minilik baga gammadde kaa hara raftee bultaa ilmoo shaarmuxaa,5
diqaalicha nana amma hafuufuu dhiisii maallaqa meeqa fudhattan lbsi,5
yartuu gantuu saba guddaa keessaa hin dhaban ammas fakkaattonni keetii dua qulqullootaaf gaafatamamuuf jirta gadhee keetiif maqaan nu bada,5
diinni haadhoon sii gumaa haacaaluu sumarraa eegallee baafna harree,5
diqalaa konkaa sii diinni oromoo tokkoffaan wallaayii,5
diqaalaa haadha keetiii ilma haadhaa abbaa hin beekne goda seentan ilaalla kaa amma,5
yaa ilmaan diqaalaa garaa gubdan kanatti hin hafu tokkicha oromoon qabdu nyaattanii yaa budoota dhiiga namaa dhuguu bartanii,5
dhiiga dhangalaasu dhiigni jagna keenyaa dhangalae barcuma taaanii afaan banuun maal godha,5
shaarmuxaa haadha ni dubbattaa isumaa afaan qabda diqaalaa,5
salami ilma haadha sale itoophiyaa gubnee oromiyaa walaboomsina siii fakkaattota waliin gubattu itoophiyaan,5
gubadhu garaan gubatu isintu salphatee nu salphise,5
diqaalota goota nyaattanii as baatanii waa barreessituu amma sobdoota wayii,5
si dabalatee haacaaluu nyaate ilmaan minilik saroota haadha keessanii maal jechuu barbaaddan amma,5
tokko siidha gadhee afaan hin baniin cufami,5
tokko sumatu nyaate budicha nanaa,5
ilma diqaalaa ati amma namaa,5
biyyeen haadha nyaatu haacaaluu nyaattee hin teessu atis,5
ilma diqaalaa situ nyaate leenca boru ganama anatu si galaafata tortoraa garbicha,5
ilma haadha nyaatu natu si nyaata yaa saree dhiiga haacaaluu hundeessaa dhugdanii hin teessan oromiyaa,5
gadi galoo haadha keetii siii nafxanyaa abiyyi keetu nyaate kaa goota,5
diina jettaa tortoraa dinni guddaa nafxanyaa diqaalota isaanii keessaniiiti galtuuwwan,5
maal jette dhala saree oromoo nyaattee fixxee maaltu si hafe,5
biyyee nyaadhu addunyaa kanarraa dhabamaa si godhu sumatu nyaate,5
namticha tortoraa nanaa ammallee kana haasoftaa,5
hattuu ilma sareen dhalte nyaatte kaa goota,5
amma duutanii ijji argutti keessi madaadha,5
biyyeen nyaatte si nyaattu gadhee situu nyaate bada ilmoo harreegamboo,5
taayyee qurcii jaldeessa bifa hin qabne haacaaluu nyaatee sii maal afaan bantee barreessita,5
diinni tokkoffaan suma afuuftuu afaan hin baniin dhabamaa si godhu,5
hin dubbattii isayyuu buda waraabessa guyyaa saafaa,5
albaatii haadha keetii isayyuu maal haadha albaataa,5
tortoraa wayii ajjeese tokko sii,5
budaa ofumaa nyaattanii amma oduu ooftuu,5
gadhe keetii garaaf jiraatantu nyaate dhiiga isaa dhiigni qulqulluun dhangalaee hin hafu afuuftuu wayii tasgabaaaa jettii gadheen,5
afuuftuu hacee ajjeeftanii shaneetu ajjeese jettuu ati garaa keetiif watwaadhu uummani dhugaa isaatiif iyyaa jiraa,5
booyyee diqaalaa warra dhiiga nama sooratu,5
shaarmuxaa diqaalaa ilmaan minilik nu miti sobdan,5
udaan haadharauu hojii keetiyyuu yoona,5
isinii nafxanyaan tokkumma gubachuu ilmaan bineensaa siniif dhumatee jira,5
diqaalota keetiitu ija oromoo balleesse,5
rabbi si gubu tokko hacee nyaate,5
abaarsi rabbii sirratti jiraatu situu haacaaluu ajjeesise beekamaadha atis yakka jalaa bauuf hin teessu duuti dhihoodha abadan nafxanyaa fakkaattonni oromiyaa dhabamanitti oromoon manatti hin galu yaa diqaalaa,5
harree wayii ati hojii ni argatta ati oromoo miti diqaalaa wayii,5
baga siif balate diqaalaa baga ajjeeftan taayyee dandaaa araddoo atis hin haftu haacaaluu ajjeeftee waakkachuun hin taatu bulguu,5
qomaaxota minilik isintu hacee nyaate budoota wayii,5
harroota abiyot isintu ajjeese,5
diqaalaa harreen dhalche atuu diina oromooti,5
dhala kadhattu gammadika oromoo qoqqooduf murattee kaate mitinaftagnaa jala quqattee qaqqaalii ijoollee oromoo dhiiga dhugdeuuuuuuuuu achekooo,5
kolkollee haadha keetii maal dubbattaa sinuma warra bilxiginnaatu akkana godhe ilmaan minilik diqaalota,5
tortooraa haadhake wanti obsan hin jiruu kanaan,5
biyyaa keessaa jiraachuu dadhabneen biyyaa jettaa biyyee nyaadhu,5
saricha wayii afaan cufi amma fakkeessa hin barbaannu waraabeessi si nyaatu,5
